Title,Post Id,Name of poster,Id of poster,Time,Question score,Question views,Question answers,Tags,Closed,Accepted answer
Aranyaka - What quests do I have to complete to unlock the tree in Sumeru?,399835,prout,205500,"Oct 20, 2022 at 9:17",0,74,1,['valheim'],False,False
"Gamecube Resident Evil 2 on Wii, no video, only sound",399832,mark951131b,296357,"Oct 20, 2022 at 6:53",1,51,0,['the-sims-4'],False,False
Do disconnects count against the rounds remaining for food effects?,399829,Stevoisiak,181240,"Oct 19, 2022 at 21:02",0,67,1,['evil-genius-2'],False,False
What are the exact buffs defeating Rayquaza gives in Pokemon Unite?,399828,Piper,185182,"Oct 19, 2022 at 19:51",0,111,1,['hogwarts-legacy'],False,False
Where can I find a copy of 'The Serpent and Drakes of Tokoyokoku' book?,399825,Neon1024,5357,"Oct 19, 2022 at 18:43",1,72,1,['hogwarts-legacy'],False,False
"Comparing ""Animal Shelter"" on Steam and ""Animal Shelter Simulator"" on other platforms",399821,Steve V,296332,"Oct 19, 2022 at 15:57",1,48,1,"['pokemon-series', 'pokemon-second-generation']",False,False
What determines starting TP in Chain Attacks,399818,Tal,122210,"Oct 19, 2022 at 13:40",3,542,1,['minecraft-bedrock-edition'],True,False
Why does Sombra's Translocator only work sometimes?,399815,Cody LePort,296324,"Oct 19, 2022 at 13:15",2,223,1,"['ps4', 'controllers']",True,False
How do you enter a login passcode without a dualshock controller?,399813,Golli,296313,"Oct 19, 2022 at 7:23",1,165,1,"['controllers', 'ps5']",False,False
Is there a way to cover a campfire and keeping bees calm when harvesting?,399810,pinckerman,87579,"Oct 18, 2022 at 20:55",3,1k,1,['steam'],False,False
Switch 4-player 2 controller split-screen games catalog? [closed],399809,Sergii Zaskaleta,116411,"Oct 18, 2022 at 17:33",1,101,0,['minecraft-java-edition'],False,False
Can depot storage be shared between my characters in the same server?,399806,TravelerVihaan,244058,"Oct 18, 2022 at 16:24",3,36,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
"How to check if a game is installed more than once, so that I can remove duplicates?",399804,dimwittedanimal,192223,"Oct 18, 2022 at 14:26",0,205,3,['yu-gi-oh-master-duel'],False,False
How can I use my save files for TBOI after switching to other Steam account?,399801,Lamantino Lamantino,296294,"Oct 18, 2022 at 10:07",0,542,1,['game-identification'],True,False
GOG Galaxy and Ubisoft Connect: Connection lost,399800,Quinn,296294,"Oct 18, 2022 at 8:29",0,2k,1,['cities-skylines'],False,False
Can you kick bots mid-game?,399796,Timmy Jim,163757,"Oct 17, 2022 at 19:27",5,151,0,['minecraft-bedrock-edition'],False,False
Can I send someone who lives in Kenya a Playstation store gift card if I live in America? [duplicate],399793,smileyface223,247437,"Oct 17, 2022 at 16:09",0,46,0,"['minecraft-commands', 'cheats']",False,False
How does the salmonmeter work? When do you get an emergency round?,399791,Fredy31,15236,"Oct 17, 2022 at 13:13",1,98,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How do I get the two energy capsules in the ceiling of Armored Armadillo's stage?,399785,Stevoisiak,181240,"Oct 17, 2022 at 4:53",1,39,1,['minecraft-java-edition'],False,False
What am I doing wrong to test for entities without an NBT tag set? [duplicate],399782,KnowledgeIsPower,250180,"Oct 17, 2022 at 1:47",0,45,0,['fifa-18'],True,False
Is it possible to view Career Profile information for Overwatch 2 only?,399780,nightsurfer,91583,"Oct 16, 2022 at 23:55",0,191,0,"['pc', 'controllers']",True,False
How to shout in Skyrim on the Switch?,399779,user253271,253271,"Oct 16, 2022 at 23:31",1,813,2,"['minecraft-java-edition', 'mod-identification']",True,False
Minecraft Datapack advancements not working,399769,bco2135,253271,"Oct 16, 2022 at 17:27",2,135,1,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
Cultists aren't spawning and nothing worked,399767,Jacob Keith,291621,"Oct 16, 2022 at 16:02",0,142,0,['genshin-impact'],False,False
Habitat base design strategy in Subnautica,399764,Tyler Durden,86035,"Oct 16, 2022 at 7:39",1,251,2,['zelda-breath-of-the-wild'],False,False
Which minigames did Super Mario 64 DS have that weren't in New Super Mario Bros?,399761,Stevoisiak,181240,"Oct 16, 2022 at 4:31",0,52,0,['puzzle-spy'],False,False
Why do shadows in some video games jitter?,399760,Grayda,90229,"Oct 16, 2022 at 3:42",4,148,1,['borderlands-2'],False,False
How do I get out of the planet core?,399758,Roddy of the Frozen Peas,44445,"Oct 16, 2022 at 0:39",1,286,1,['geometry-dash'],False,False
Minecraft custom loot table not working 1.19.2,399756,kaitlynmm569,284648,"Oct 15, 2022 at 17:07",2,204,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
"Overwrote some of my saves with .reg file... But some later, inaccessible entries remain? How to restore?",399751,Malady,284648,"Oct 14, 2022 at 17:43",1,23,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How do I bind a button combo to an action in Steam input?,399748,Stevoisiak,284648,"Oct 14, 2022 at 13:59",0,156,0,"['controllers', 'xbox-one', 'windows-10']",False,False
"Is it possible to ""cheat"" items into my inventory in survival mode?",399747,ANONIMOUSEpuppy,296179,"Oct 14, 2022 at 13:28",2,168,1,['enter-the-gungeon'],False,False
In Minecraft 1.19 is there something specific to world generation that places mountains near swamps?,399746,John O,133506,"Oct 14, 2022 at 6:47",1,81,0,['hi-fi-rush'],False,False
Is there a way to use the same skills for the same units being controlled by Chen without pressing tab?,399744,Kristian Dalisay,296159,"Oct 13, 2022 at 22:32",4,47,0,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
How can I do a GBA Link with mrenxo's GBA emulator?,399743,tazer900,296155,"Oct 13, 2022 at 19:29",0,90,1,['emperor-rise-of-the-middle-kingdom'],False,False
What are clan boss rewards in different levels?,399740,Esqarrouth,61839,"Oct 13, 2022 at 18:24",0,44,0,"['agar.io', 'diep.io', 'surviv.io']",True,False
Is the least steps challenge map 11 in Portal Still Alive possible?,399738,Brian Miranda,225357,"Oct 13, 2022 at 17:54",2,109,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
Why isn't my data merge command working?,399737,CashewIngot427,296149,"Oct 13, 2022 at 15:58",0,91,1,['unity-games'],True,False
Is there a way to replace a building as an atomic operation?,399736,klutt,222252,"Oct 13, 2022 at 10:08",2,104,1,['pokemon-go'],False,False
When is a 'day' for the Welkin Moon bonus?,399733,Neon1024,5357,"Oct 13, 2022 at 8:11",3,2k,2,['the-witcher-3'],False,False
Pokemon dropped IV after evolving,399731,Caleb Martini,296134,"Oct 13, 2022 at 5:51",-1,386,1,['minecraft-bedrock-edition'],False,False
How do I replay a specific hole?,399730,Stevoisiak,181240,"Oct 12, 2022 at 22:00",3,40,0,"['hardware', 'nintendo-ds']",False,False
Do special gem stats count gems created or gems matched?,399726,Stevoisiak,181240,"Oct 12, 2022 at 19:01",1,12,1,"['technical-issues', 'dragonvale']",True,False
Original texture missing when using CustomModelData [closed],399725,bco2135,296120,"Oct 12, 2022 at 18:54",2,55,1,"['linux', 'supertux']",False,False
Can medals be earned in Zen mode?,399724,Stevoisiak,181240,"Oct 12, 2022 at 18:40",0,10,0,['hogwarts-legacy'],False,False
Error when trying to evolve Feebas to Milotic in Pokemon Go,399722,Papachu31,296114,"Oct 12, 2022 at 17:12",3,409,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Where can I farm lives in Mega Man 1?,399721,Stevoisiak,296114,"Oct 12, 2022 at 15:34",1,69,0,['gamedec'],False,False
Cannot enchant armor with runes,399720,Lore Friendly,15184,"Oct 12, 2022 at 15:07",0,41,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What is this first-person perspective game set in a tropical jungle?,399718,Bogdan Bolcos,296112,"Oct 12, 2022 at 14:43",20,7k,1,['game-identification'],True,False
Why is my transformer not connected?,399715,klutt,222252,"Oct 12, 2022 at 11:26",2,73,2,"['minecraft-java-edition', 'minecraft-commands']",False,False
How to track someone's Y position and make it stop at the highest result and display that result as a number on a scoreboard in minecraft? 1.19,399711,german35,296098,"Oct 12, 2022 at 5:23",0,69,1,['valheim'],False,False
"When are these ""Bonus"" periods for Light Capturing and Mahatma Awakening?",399708,Memor-X,30879,"Oct 12, 2022 at 1:19",2,824,1,['the-sims-4'],False,False
How do I change the size of specific named items?,399704,ThatRandom_Boy,296085,"Oct 11, 2022 at 16:48",1,49,0,['evil-genius-2'],False,False
Preventing CoD Warzone from switching to windowed mode mid-game,399702,M--,245236,"Oct 11, 2022 at 15:57",1,61,0,['hogwarts-legacy'],False,False
WoW get damage range from DPS,399700,Michael Munta,237133,"Oct 11, 2022 at 15:30",2,313,1,['hogwarts-legacy'],False,False
Pacifist ethos blocking my progress in Stellaris,399697,Tyler Durden,86035,"Oct 11, 2022 at 4:03",17,4k,1,"['pokemon-series', 'pokemon-second-generation']",False,False
Is I possible to load earth in Minecraft,399696,AZ 09,86035,"Oct 11, 2022 at 3:45",-2,187,1,['minecraft-bedrock-edition'],True,False
The bird on Gallente Federation emblem?,399695,The Norman,86035,"Oct 10, 2022 at 22:04",6,116,0,"['ps4', 'controllers']",True,False
Does Transcendence Increase Troops Survivalibility?,399693,user4951,20631,"Oct 10, 2022 at 17:14",1,21,0,"['controllers', 'ps5']",False,False
CSGO: Laggy on Linux,399692,fire_water,20631,"Oct 10, 2022 at 16:31",3,289,0,['steam'],False,False
"Now that the player can become king, does MCA Reborn have an heir system and/or a family legacy system of sorts?",399690,VGamer,264900,"Oct 10, 2022 at 11:50",2,305,0,['minecraft-java-edition'],False,False
"Creating custom models for skulls/heads, fences and banners",399689,Remco,296048,"Oct 10, 2022 at 10:08",2,88,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
How do I execute a command when a player has greater than or equal to a certain quantity of item? [duplicate],399684,Hristijan,234409,"Oct 10, 2022 at 1:35",0,24,0,['yu-gi-oh-master-duel'],False,False
What are those shiny things?,399680,zozo,74606,"Oct 9, 2022 at 17:16",3,78,1,['game-identification'],True,False
Which hats and pets have powers?,399679,a cat,9752,"Oct 9, 2022 at 14:37",1,267,0,['cities-skylines'],False,False
Position not loaded with fill command,399675,Toni H,296004,"Oct 8, 2022 at 23:26",0,60,1,['minecraft-bedrock-edition'],False,False
"Are there any Pokestops that are ""out of bounds""",399673,ImaginaryNeon,198904,"Oct 8, 2022 at 20:46",3,693,2,"['minecraft-commands', 'cheats']",False,False
Mercenary Attack Rating,399671,Bizkit,288915,"Oct 8, 2022 at 18:19",4,222,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Is it possible to transfer an Xbox Live account to another email?,399670,Lasse,295995,"Oct 8, 2022 at 14:32",1,18,0,['minecraft-java-edition'],False,False
Will a death route be locked if I die without getting any checkpoints?,399666,Stevoisiak,181240,"Oct 8, 2022 at 4:26",0,65,1,['fifa-18'],True,False
Is it possible to go below 100 CQ Points?,399662,wutadam,295975,"Oct 7, 2022 at 21:05",0,49,1,"['pc', 'controllers']",True,False
Is the combat ability charge for a single battle or for the entire game?,399659,vianna77,116230,"Oct 7, 2022 at 19:53",1,60,1,"['minecraft-java-edition', 'mod-identification']",True,False
How do I hide family shared games in SteamOS?,399657,Stevoisiak,116230,"Oct 7, 2022 at 18:58",1,293,0,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
What's the point of the Pilot's License?,399654,Roddy of the Frozen Peas,44445,"Oct 7, 2022 at 18:41",2,55,0,['genshin-impact'],False,False
How to locate terraforming candidates without clicking every single planet in every single system,399652,William Walker III,44445,"Oct 7, 2022 at 13:20",3,305,1,['zelda-breath-of-the-wild'],False,False
How to find out which WAD (textures) files are in effective use by a BSP (map) file in CounterStrike 1.6?,399649,Eduardo Lucio,265799,"Oct 7, 2022 at 0:47",0,107,1,['puzzle-spy'],False,False
How can a single knife attack deal 61 damage?,399645,iBug,265799,"Oct 6, 2022 at 20:42",5,2k,1,['borderlands-2'],False,False
Can I use NBT tag values ​as command input?,399643,Oak10,295938,"Oct 6, 2022 at 17:32",3,58,0,['geometry-dash'],False,False
How to prevent `xxxx.xxx ms script spike detected in behavior pack` message?,399639,AdamRaichu,281304,"Oct 6, 2022 at 17:00",1,72,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Why do my credits reset to zero when I leave a planet?,399633,Luke The Drifter,295931,"Oct 6, 2022 at 11:45",3,72,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What does MIT in Overwatch 2's scoreboard mean?,399629,Skye-AT,295931,"Oct 6, 2022 at 10:54",11,3k,2,"['controllers', 'xbox-one', 'windows-10']",False,False
Can a Nintendo Account's games be shared across multiple Switches in a household?,399625,Mentalist,162791,"Oct 6, 2022 at 4:55",5,3k,1,['enter-the-gungeon'],False,False
Do casino rewards carry over between World Tours?,399621,Stevoisiak,181240,"Oct 5, 2022 at 23:34",1,20,0,['hi-fi-rush'],False,False
"As a team, what is the best way to counter deflection/absorption abilities on the enemy team?",399616,childe,18916,"Oct 5, 2022 at 20:55",3,142,0,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
How do I get a speed boost at the start of a race?,399614,Stevoisiak,181240,"Oct 5, 2022 at 19:49",0,42,1,['emperor-rise-of-the-middle-kingdom'],False,False
So... what happened to the Great Zapfish?,399612,Fredy31,15236,"Oct 5, 2022 at 19:38",7,2k,2,"['agar.io', 'diep.io', 'surviv.io']",True,False
How do I fire backwards in a plane without flying upwards?,399610,Stevoisiak,181240,"Oct 5, 2022 at 17:04",1,45,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
What's the point of day-and-night cycle?,399607,Bob R. Shake,100972,"Oct 5, 2022 at 15:37",1,67,0,['unity-games'],True,False
How can I open this door?,399606,LT_,284982,"Oct 5, 2022 at 14:51",2,14k,2,['pokemon-go'],False,False
How do I stop other players from offering to buy technologies from my company?,399604,Flux,228148,"Oct 5, 2022 at 8:54",4,74,0,['the-witcher-3'],False,False
How do I enable bundles (crafting) in hardcore mode?,399601,John O,133506,"Oct 5, 2022 at 3:35",1,89,1,['minecraft-bedrock-edition'],False,False
How do I factory reset my Steam Deck?,399599,Stevoisiak,181240,"Oct 5, 2022 at 1:45",0,4k,1,"['hardware', 'nintendo-ds']",False,False
Is it still possible to play Overwatch or are we forced to use Overwatch 2?,399597,Archimedes Trajano,66600,"Oct 4, 2022 at 23:49",11,5k,1,"['technical-issues', 'dragonvale']",True,False
"What constitutes a ""save""?",399594,Unionhawk,20306,"Oct 4, 2022 at 19:10",5,8k,1,"['linux', 'supertux']",False,False
When does the Weekly XP Bonus reset in CS:GO?,399592,iBug,20306,"Oct 4, 2022 at 15:38",2,1k,1,['hogwarts-legacy'],False,False
How do I get Overachiever Level 2?,399588,Malady,20306,"Oct 4, 2022 at 3:29",1,48,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Is there any design reason why you can't cancel a building draft by clicking on it directly? [closed],399584,Bartek Banachewicz,41903,"Oct 3, 2022 at 22:45",1,50,0,['gamedec'],False,False
Can you opt out of the Fated raid affix?,399582,Spevacus,41903,"Oct 3, 2022 at 18:35",3,1k,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What does Laptop Mode do?,399580,Stevoisiak,181240,"Oct 3, 2022 at 17:23",2,55,1,['game-identification'],True,False
How do I get my cosmetic reward for The B-Win Protocol?,399579,Malady,181240,"Oct 3, 2022 at 16:45",1,12,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Are the quiz answers included in Return To Monkey Island?,399577,Chris,295856,"Oct 3, 2022 at 10:54",1,124,1,['valheim'],False,False
Is there a limit in the submission for the Vera Orienteering Event?,399573,prout,205500,"Oct 3, 2022 at 6:36",0,19,0,['the-sims-4'],False,False
Do enemies always spawn in the same locations?,399572,Stevoisiak,205500,"Oct 3, 2022 at 5:13",0,20,1,['evil-genius-2'],False,False
What game is this character creation screen from?,399569,zozo,74606,"Oct 2, 2022 at 22:01",2,337,1,['hogwarts-legacy'],False,False
Why does the Habdefender PPW have better stats than the Dread?,399568,Neon1024,5357,"Oct 2, 2022 at 21:00",0,40,0,['hogwarts-legacy'],False,False
What is this game I found in a Youtube video?,399566,BradyYT,295836,"Oct 2, 2022 at 20:30",4,257,1,"['pokemon-series', 'pokemon-second-generation']",False,False
What is this glitch in Minecraft multiplayer?,399564,mreyeball,254716,"Oct 2, 2022 at 20:10",0,66,0,['minecraft-bedrock-edition'],True,False
Can't find the main menu in Pokemon go,399575,Dan Jacobson,295983,"Oct 2, 2022 at 19:43",1,132,1,"['ps4', 'controllers']",True,False
path help with Proton and EA Origin on Ubuntu,399563,raphael75,235590,"Oct 2, 2022 at 18:57",1,159,1,"['controllers', 'ps5']",False,False
What decides if it's 2 out of 3 or 3 out of 5 rounds?,399561,Sean Duggan,113120,"Oct 2, 2022 at 15:54",1,19,0,['steam'],False,False
When do extra lives spawn in Pac-Man Championship Edition 2?,399557,Stevoisiak,181240,"Oct 2, 2022 at 6:24",0,20,1,['minecraft-java-edition'],False,False
Does starting a new game erase which collectibles I've found?,399556,Stevoisiak,181240,"Oct 2, 2022 at 3:49",1,75,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
I can't find a specific mob's health,399554,DrFerret124,295818,"Oct 1, 2022 at 22:15",0,57,1,['yu-gi-oh-master-duel'],False,False
What should I do with this /tp command?,399549,3pics1ash,271997,"Oct 1, 2022 at 14:47",3,79,2,['game-identification'],True,False
How do I apply the spyglass zoom effect to a custom item?,399548,AdamRaichu,281304,"Oct 1, 2022 at 13:42",2,53,1,['cities-skylines'],False,False
How to do local multiplayer in Gang Beasts on Switch?,399545,Mentalist,162791,"Oct 1, 2022 at 9:34",2,4k,1,['minecraft-bedrock-edition'],False,False
What is the Emperor's Chosen?,399543,Leo,28946,"Oct 1, 2022 at 9:11",3,180,1,"['minecraft-commands', 'cheats']",False,False
Is it possible to kill the 2nd Arsenal Bird before its shield is brought down permanently?,399540,Ryan C. Thompson,6200,"Oct 1, 2022 at 4:46",1,26,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How to place a red bed on a cyan carpet in Minecraft Java 1.19,399538,Spirifer,295782,"Sep 30, 2022 at 23:01",2,61,1,['minecraft-java-edition'],False,False
Can I use mods on Realms for Minecraft Java Edition?,399537,Huw Walters,244762,"Sep 30, 2022 at 22:17",2,3k,1,['fifa-18'],True,False
Can’t get the After Alterna after beating all the levels,399531,Fully M,295779,"Sep 30, 2022 at 17:43",3,389,1,"['pc', 'controllers']",True,False
"Last pinball machine for The Children of Violent Rome (1976), a little difficult recognize",399527,elbarna,122055,"Sep 30, 2022 at 14:13",0,127,1,"['minecraft-java-edition', 'mod-identification']",True,False
"What is this pinball machine that appeared in ""The Children of Violent Rome""?",399525,elbarna,122055,"Sep 30, 2022 at 11:47",1,91,1,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
"After a car becomes ""sold out"" in the used car dealership, how long before it comes back?",399521,FrontEnd,104997,"Sep 30, 2022 at 10:54",6,83,1,['genshin-impact'],False,False
"Can ""Pillars of Eternity"" be finished on Nintendo Switch?",399520,Óscar López,53601,"Sep 30, 2022 at 10:49",3,108,0,['zelda-breath-of-the-wild'],False,False
"Who is ""Yasmine Tazi"" in Return to Monkey Island?",399518,equin0x80,219270,"Sep 30, 2022 at 9:05",6,146,1,['puzzle-spy'],False,False
How to make expanding worldborder every day?,399512,AUGcraft,295762,"Sep 30, 2022 at 5:26",1,217,1,['borderlands-2'],False,False
"Alchemy says I have no rebis, but inventory does",399511,Kenny Wyland,133931,"Sep 30, 2022 at 2:29",3,63,0,['geometry-dash'],False,False
"Is the Fizzco DSRC followed by the Charge Beam and Rivet Blaster, the three priciest weapons?",399507,Malady,133931,"Sep 29, 2022 at 17:37",2,36,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
What are the spoilers in the DLC missions?,399505,Malady,133931,"Sep 29, 2022 at 15:26",3,43,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Collect oil on oil rig with a feeder system,399502,this.myself,279458,"Sep 29, 2022 at 11:28",2,108,1,"['controllers', 'xbox-one', 'windows-10']",False,False
Why do pro dota teams pick carry early in captain mode,399498,Lightsout,279458,"Sep 29, 2022 at 6:31",0,175,2,['enter-the-gungeon'],False,False
How can I make animals spawn in Tomb Raider (2013)?,399497,Draconis,233120,"Sep 29, 2022 at 5:06",2,57,0,['hi-fi-rush'],False,False
Why am I glowing blue?,399494,Stevoisiak,181240,"Sep 29, 2022 at 4:14",1,262,1,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
Can Reg win the fight against Ozen in Hello Abyss mode?,399491,Stevoisiak,181240,"Sep 29, 2022 at 3:35",1,111,1,['emperor-rise-of-the-middle-kingdom'],False,False
How many ways are there to lava-proof blocks?,399490,Malady,108916,"Sep 29, 2022 at 3:13",1,122,1,"['agar.io', 'diep.io', 'surviv.io']",True,False
How do I use a crimson altar in Journey mode?,399489,terraria gamer,295732,"Sep 29, 2022 at 1:53",0,47,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
Can Murch deliver gears with unlocked ability slots if I order them from a player who has them?,399487,pinckerman,87579,"Sep 28, 2022 at 23:02",1,137,1,['unity-games'],True,False
Do CS:GO competitive teams consist of the players of different skill levels?,399486,Archil Zhvania,295728,"Sep 28, 2022 at 22:14",1,75,1,['pokemon-go'],False,False
Where is this area in Wonder Boy : The Dragons Trap from?,399477,Lars Kristensen,292951,"Sep 28, 2022 at 12:17",11,176,1,['the-witcher-3'],False,False
Can I check my current food effect outside of a rest area?,399473,Stevoisiak,181240,"Sep 27, 2022 at 22:16",0,36,1,['minecraft-bedrock-edition'],False,False
What does the Gems Upgrade notice in the Character menu mean?,399471,Stevoisiak,181240,"Sep 27, 2022 at 19:56",3,149,1,"['hardware', 'nintendo-ds']",False,False
What makes a game unmoddable?,399466,ivan866,231354,"Sep 27, 2022 at 5:20",20,10k,2,"['technical-issues', 'dragonvale']",True,False
How do I change my starting block?,399464,Stevoisiak,181240,"Sep 27, 2022 at 4:03",0,31,1,"['linux', 'supertux']",False,False
Is there a name for each of the wrecked ships in Donkey Kong Country 2?,399459,Ben,73976,"Sep 27, 2022 at 1:22",4,40,0,['hogwarts-legacy'],False,False
Will the Warden run away?,399458,T1tan-FearLeSS,295669,"Sep 26, 2022 at 23:21",0,118,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Will supply drops stop if I liberate nearby colonies?,399457,Stevoisiak,181240,"Sep 26, 2022 at 22:57",3,78,1,['gamedec'],False,False
Do dota coaches get paid,399455,Lightsout,269231,"Sep 26, 2022 at 21:51",-3,120,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Do knockouts earn more points in ranked mode?,399447,Stevoisiak,181240,"Sep 26, 2022 at 5:32",2,178,1,['game-identification'],True,False
Poacher's Mark and Flicker Strike Application,399446,Kazian,295639,"Sep 26, 2022 at 5:31",0,154,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
What's that crown over Splatoon player's nametag?,399444,pinckerman,295639,"Sep 25, 2022 at 23:13",9,2k,1,['valheim'],False,False
"Is there something for winning all rounds of the duels against Apollo, or just winning the duel in general?",399443,Malady,295639,"Sep 25, 2022 at 23:04",0,148,1,['the-sims-4'],False,False
Bandwidth needed for playing CSGO with a stable ping?,399442,lo2,295630,"Sep 25, 2022 at 22:11",0,48,0,['evil-genius-2'],False,False
How to replace shield texture with item?,399441,Nuro007,295629,"Sep 25, 2022 at 21:07",0,144,1,['hogwarts-legacy'],False,False
'Prisoner Intake' inaccurate,399436,Roddy of the Frozen Peas,44445,"Sep 25, 2022 at 15:54",5,174,0,['hogwarts-legacy'],False,False
What video game is being played in Spiderhead (2022)?,399433,galacticninja,44445,"Sep 25, 2022 at 12:18",23,6k,1,"['pokemon-series', 'pokemon-second-generation']",False,False
Retroarch toggles fullscreen with X+R1,399432,Noumeno,295617,"Sep 25, 2022 at 9:22",0,317,1,['minecraft-bedrock-edition'],True,False
I cannot talk to Lambert on Witcher 3's Ugly Baby mission,399431,andrerpena,80826,"Sep 25, 2022 at 9:21",2,209,1,"['ps4', 'controllers']",True,False
Is it possible to transform terrain into glacier?,399430,Flux,228148,"Sep 25, 2022 at 8:53",1,56,1,"['controllers', 'ps5']",False,False
Can't join a Minecraft Bedrock dedicated server running on my own pc,399429,TG2,295614,"Sep 25, 2022 at 8:38",0,134,0,['steam'],False,False
Bug with the Time Wound in Alduin's Bane on the Switch,399427,Jonathan Strange,295614,"Sep 25, 2022 at 4:11",4,503,0,['minecraft-java-edition'],False,False
Will dead players block others from using medbay scan?,399426,Stevoisiak,181240,"Sep 25, 2022 at 2:51",3,39,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Will items persist if dropped in your home? [duplicate],399425,stay,4037,"Sep 25, 2022 at 0:46",0,28,0,['yu-gi-oh-master-duel'],False,False
What modifiers are turned off by the Monk-given Challenges?,399422,Malady,108916,"Sep 24, 2022 at 22:33",1,13,0,['game-identification'],True,False
How is Synergy Bonus determined?,399418,Stevoisiak,181240,"Sep 24, 2022 at 17:34",2,1k,1,['cities-skylines'],False,False
Does C'tron always start at LV 22? Or does he match Lea to a point?,399416,Malady,181240,"Sep 24, 2022 at 16:24",2,25,0,['minecraft-bedrock-edition'],False,False
What's the difference between Splatfest Battle (Open) and Splatfest Battle (Pro?),399413,Stevoisiak,181240,"Sep 24, 2022 at 5:30",4,838,2,"['minecraft-commands', 'cheats']",False,False
Can other players see signal messages in the lobby?,399412,Stevoisiak,181240,"Sep 24, 2022 at 5:23",1,82,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How can I start and stop a GeForce Experience recording while in SteamVR?,399411,Lemon,199843,"Sep 23, 2022 at 22:08",1,64,0,['minecraft-java-edition'],False,False
How is the amount of checkpoints in Tower Control determined?,399408,Ondrashek06,273044,"Sep 23, 2022 at 19:38",2,47,1,['fifa-18'],True,False
What is this rhythm game?,399403,ibrabeicker,174020,"Sep 23, 2022 at 12:46",7,1k,1,"['pc', 'controllers']",True,False
How to modify the GUI with a script module?,399401,AdamRaichu,174020,"Sep 23, 2022 at 11:53",0,46,0,"['minecraft-java-edition', 'mod-identification']",True,False
How do the white plus numbers work in ranked mode?,399398,Stevoisiak,174020,"Sep 23, 2022 at 0:54",1,193,1,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
Console command to set Lydia steward at a homestead?,399397,LOST,295535,"Sep 22, 2022 at 22:06",2,117,0,['genshin-impact'],False,False
How many clams do splatted players drop in Clam Blitz?,399395,Stevoisiak,181240,"Sep 22, 2022 at 20:58",3,27,1,['zelda-breath-of-the-wild'],False,False
Do posthumous Booyahs power up a Booyah Bomb?,399392,Stevoisiak,181240,"Sep 22, 2022 at 19:54",2,43,1,['puzzle-spy'],False,False
Is it possible to play Minecraft without migrating my Mojang account to a Microsoft account?,399390,Ondrashek06,273044,"Sep 22, 2022 at 18:55",16,4k,1,['borderlands-2'],False,False
What does the percentage mean when enemies are destroyed?,399385,Stevoisiak,181240,"Sep 22, 2022 at 3:43",1,55,0,['geometry-dash'],False,False
"How to remove ""dissolution chamber: 100%"" from HUD?",399384,fildred13,197715,"Sep 22, 2022 at 1:55",2,43,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
What does the handling stat do in Splatoon 3?,399383,Stevoisiak,181240,"Sep 21, 2022 at 23:58",3,195,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Is there a way to complete Small Time Delivery without spending Credits?,399382,Malady,108916,"Sep 21, 2022 at 23:41",1,35,0,"['controllers', 'xbox-one', 'windows-10']",False,False
Does ink on Sturgeon Shipyard's retractable bridges count in Turf Wars?,399379,Stevoisiak,181240,"Sep 21, 2022 at 18:57",1,64,1,['enter-the-gungeon'],False,False
